FuelbedNumber,SiteName,SiteDescription,Ecoregion,VegetationForm,NaturalFireRegime,CoverType,TreeOverstoryLoading,TreeMidstoryLoading,TreeUnderstoryLoading,Snag_class1_foliage_loading,Snag_class1_other_loading,Snag_class1_wood_loading,Snag_class2_loading,Snag_class3_loading,Shrubs_primary_loading,Shrubs_secondary_loading,Shrubs_primary_percent_cover,Shrubs_secondary_percent_cover,Nonwoody_primary_loading,Nonwoody_secondary_loading,Nonwoody_primary_percent_live,Nonwoody_secondary_percent_live,Woody_sound_0_quarter,Woody_sound_quarter_1,Woody_sound_1_3,Woody_sound_3_9,Woody_sound_9_20,Woody_sound_gt20,Woody_rotten_3_9,Woody_rotten_9_20,Woody_rotten_gt20,Woody_stump_sound,Woody_stump_rotten,Woody_stump_lightered,LLM_litter_depth,LLM_litter_percent_cover,LLM_lichen_depth,LLM_lichen_percent_cover,LLM_moss_depth,LLM_moss_percent_cover,LLM_moss_type,LLM_litterneedle_short_percent_cover,LLM_litterneedle_long_percent_cover,LLM_litterneedle_other_percent_cover,LLM_litterneedle_broadleaf_deciduous_percent_cover,LLM_litterneedle_broadleaf_evergreen_percent_cover,LLM_litterneedle_palmfrond_percent_cover,LLM_litterneedle_grass_percent_cover,DuffLower_percent,DuffLower_depth,DuffLower_derivation,DuffUpper_percent,DuffUpper_depth,DuffUpper_derivation,GroundFuel_basalAccumulations_depth,GroundFuel_basalAccumulations_radius,GroundFuel_basalAccumulations_percent,SquirrelMidden_depth,SquirrelMidden_density,SquirrelMidden_radius,
133,Tall fescue -- foxtail -- purple bluestem grassland,This grassland fuelbed is found throughout central North America. It represents old pastures or agricultural fields that were converted from tallgrass prairie; the old fields are dominated by nonnative grasses. Recently abandoned fields (1-3 years) have few trees while older fields (3-15 years) generally have higher tree/shrub cover.,"210,220,250,330",5,2,281,0.54232204,0,0,,,,,,0.27316502,0,70.00,-3.00,3.0000002,0,70.00,-3.00,0.4,0.2,0,0,0,0,0,0,0,,,,2.00,85.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,5.00,1.00,-1,-1,94.00,-2.00,-2.00,-2,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
134,White oak -- northern red oak -- hickory forest,"Oak -- hickory forests are found throughout the central and eastern U.S. This slash fuelbed represents 1- to 2-year-old clearcut oak -- hickory forests. The slash has leaves attached because harvest occurred during the growing season, and scattered trees are present.","210,220,230,250",7,6,51,0.32669997,0,0,,,,,,1.1792951,0,85.00,-3.00,0.2,0,85.00,-3.00,1.4000001,3.2,6.9,7.9000006,2.8000002,0,2.5,1.0,0,4.9705253,0.19347523,0,1.50,65.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,95.00,-1,-1,5.00,80.00,0.40,3,85.00,0.20,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
135,Eastern redcedar -- oak / bluestem savanna,"Cedar glades and cedar -- hardwood woodlands characterized by open eastern redcedar overstory often with a bluestem-dominated herbaceous layer on thin soils over calcareous substrates. This fuelbed type occurs in Tennessee, Alabama, Missouri, and Arkansas. Scattered occurrences of similar vegetation are found on alkaline soils throughout the central and northeastern U.S.","220,250",5,6,"64,275,280",0.81348306,1.0846441,0,8.774363E-6,0.18590587,0.13247307,0.32353497,0.32353497,0.19896501,0,90.00,-3.00,1.0,0.5,80.00,90.00,0.2,0.4,0.8,0,0,0,0,0,0,,,,0.50,15.00,0.50,5.00,0.50,5.00,2,-1,-1,25.00,50.00,-1,-1,25.00,15.00,0.10,3,15.00,0.10,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
138,Red pine -- eastern white pine forest,Old growth red and white pine forests are found throughout the upper Great Lakes States. Most forests of this type have undergone fire exclusion for 50+ years. Old growth forests in this area are highly susceptible to windthrow during severe thunderstorms. Similar forests occur in the Northeast.,"210,220",2,3,"30,31",4.051969,7.1178946,1.5606724,,,,15.630759,,0.32000002,0,75.00,-3.00,0.1,0,75.00,-3.00,0.90000004,1.5000001,1.9000001,4.8,5.2000003,0,1.4000001,2.1000001,0,,,,0.80,75.00,0.50,5.00,1.30,20.00,2,-1,70.00,24.00,5.00,-1,-1,1.00,85.00,0.90,3,85.00,0.90,1,2.00,0.66,10.00,-2.00,-2.00,-2.00,
140,Jack pine / black spruce forest,Low elevation jack pine forests that are part of the southern boreal forest in Minnesota and Michigan. Jack pine dominates the overstory while black spruce dominates the midstory and understory. This fuelbed represents stands from 30 to 70 years old.,210,2,4,14,5.2324276,0.5821794,0.04856527,,,,4.3890142,,0.106775,0.8,90.00,60.00,0.020000001,0.70000005,80.00,80.00,0.3,0.3,0.1,0.4,0,0,0.1,0,0,,,,0.80,90.00,1.00,10.00,1.00,10.00,2,90.00,-1,10.00,-1,-1,-1,-1,95.00,0.75,3,95.00,0.75,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
142,Quaking aspen -- paper birch forest,"Aspen and birch forest of the northern Great Lake States and adjacent Canadian provinces. Elevation ranges from 600 to 1,200 feet. This fuelbed represents stands less than 60 years old.","210,220",1,4,"20,22",11.434501,4.9919763,0.82642037,,7.955605,,10.005974,4.502689,0.22828001,0,80.00,-3.00,0.010000001,0.1,90.00,90.00,0.5,1.0,3.0000002,3.0000002,0,0,1.0,0,0,,,,1.00,80.00,-3.00,-3.00,0.50,20.00,2,-1,-1,10.00,90.00,-1,-1,-1,90.00,1.00,3,90.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
143,Quaking aspen -- paper birch -- white spruce -- balsam fir forest,"Southern boreal mixed forest dominated by quaking aspen and paper birch with white spruce and balsam fir in the overstory and midstory. Black spruce, pines and other conifers are also possible canopy components. This forest type develops after clearcutting and stand replacing fires. Early seral forest is dominated by hardwoods, but over time spruce and fir become more important canopy components. This fuelbed represents stands from 20 to 70 years old.",210,4,4,"16,20,22",16.94495,4.422212,3.9253013,2.6651915E-5,1.4792503,0.35077035,12.2522135,7.300277,1.44,0.31659502,85.00,85.00,0.5,0,85.00,-3.00,0.4,0.6,1.3000001,2.0,2.0,0,0.3,0,0,0,0.051050887,0,2.00,80.00,1.00,5.00,1.00,5.00,2,-1,-1,5.00,95.00,-1,-1,-1,95.00,1.00,3,95.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
146,Jack pine forest,"Dry jack pine forest found at low elevations throughout the northern Great Lake States on outwash soils and in the northeastern U.S. This fuelbed represents a mature forest, without fire for about 75 years.",210,2,4,14,2.8749602,0.87596446,0.8964648,3.0083527E-4,,6.2425666,2.5882797,1.8378317,0.06854001,0.1093,90.00,90.00,0.1,0.010000001,90.00,90.00,0.2,0.8,1.0,6.0000005,0,0,1.5000001,0,0,,,,0.80,70.00,1.20,45.00,1.20,45.00,2,90.00,-1,-1,-1,-1,-1,10.00,100.00,0.60,3,100.00,0.60,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
147,Jack pine savanna,Open jack pine savanna occurs in the northern Great Lake States on dry soils.,210,5,1,14,1.617165,0.56349224,0.27856624,2.7057373E-5,,0.56146157,0.34918806,0.10210178,0.51413506,0,90.00,-3.00,0.3,0.010000001,90.00,90.00,0.1,0.1,0.1,0.3,0,0,0,0,0,,,,0.50,80.00,0.20,5.00,0.20,5.00,2,40.00,-1,-1,-1,-1,-1,60.00,70.00,0.20,3,70.00,0.20,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
148,Jack pine forest,Young jack pine forest occurs at low elevations throughout northern Great Lake States on outwash soils. This fuelbed represents a regenerating jack pine stand 15 years after fire.,210,2,4,14,1.1772963,0,0.0107811,1.038386E-7,,0.002154732,24.81073,7.856731,0.171745,0,90.00,-3.00,0.05,0.010000001,90.00,90.00,0.1,0.5,1.3000001,10.0,0,0,1.5000001,0,0,,,,1.20,86.00,1.20,15.00,1.20,15.00,2,60.00,-1,-1,-1,-1,-1,40.00,65.00,0.25,3,65.00,0.25,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
152,Red pine -- White pine forest,"Old growth red pine -- white pine forest after severe windthrow. This fuelbed describes loadings 1-2 years after large windstorm events (such as the July 4, 1999 storm in Minnesota).","210,220",7,3,"30,31",0.42667022,0,0,7.565384E-4,,34.266064,8.614837,,0.18,0,80.00,-3.00,0.2,0,90.00,-3.00,2.0,3.0000002,4.0,12.500001,15.000001,10.0,1.4000001,2.1000001,0,0.80626047,0.024504423,0,0.80,75.00,0.70,30.00,1.30,35.00,2,-1,70.00,24.00,5.00,-1,-1,1.00,75.00,0.90,3,75.00,0.90,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
154,Bur oak savanna,"Oak woodlands or savannas bordering and occurring within prairie-dominated regions. These savannas are generally dominated by bur oak. This savanna type is maintained by fire and is found from South Dakota west into Wyoming, south into Oklahoma, and east into Missouri and Iowa. The structure of this fuelbed is fairly homogeneous, although canopy species, shrubs and herbaceous vegetation vary throughout this region. Fire exclusion has allowed encroachment of other oaks and mixed deciduous species.","220,250,330",5,1,"48,143,278",6.4686604,5.48856,1.5518252,,0.55539286,,0.26546463,0.35107696,0.3,0,70.00,-3.00,0.3,0,60.00,-3.00,0.2,0.5,0.5,1.0,0.5,0,0,0,0,,,,1.80,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,40.00,-1,-1,60.00,60.00,0.20,3,90.00,0.20,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
155,Red spruce --  balsam fir forest,"Mature red spruce -- balsam fir forest which generally occurs between 800 and 3,000 feet. Fire frequency has increased since European occupation. Red spruce -- balsam fir forests are susceptible to spruce budworm infestations. This fuelbed is described from a site that was clearcut for agricultural use and abandoned over 100 years previously.","210,220",2,5,24,5.1665645,2.4018989,0,,3.267863,,2.2130558,1.7229673,0.079435,0,95.00,-3.00,0.05,0,95.00,-3.00,0.5,1.0,0.5,1.5000001,0.4,0,2.0,0.75000006,0,0.07158578,0.051050887,0,1.00,100.00,-3.00,-3.00,0.50,5.00,2,-1,-1,80.00,20.00,-1,-1,-1,99.00,1.50,4,99.00,1.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
156,Slash pine plantation forest,Slash pine forest planted after a clearcut harvest less than 45 years previously. Slash pine plantations are common throughout the Southeast coastal plain and southern Piedmont regions. This fuelbed represents a stand that was commercially thinned about 2 years previously with thinning slash present.,230,2,1,72,3.2343304,0,0,8.900452E-6,,0.3370668,,,1.94,0,95.00,-3.00,0.05,0.05,60.00,60.00,1.6,0.84000003,1.5000001,2.0,0,0,0.07,0,0,0.08089602,0.10210177,0,1.00,80.00,-2.00,-2.00,-2.00,-2.00,-2,-1,80.00,-1,-1,10.00,-1,10.00,85.00,0.50,3,85.00,0.25,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
157,Loblolly pine -- shortleaf pine -- mixed hardwoods forest,"Maturing (>45 years old), second growth loblolly pine and shortleaf pine forests occurring throughout the interior of the Southeast coastal plain. Scattered slash pine and longleaf pine may be present. Longer intervals between disturbances (i.e., fires and logging) favor hardwood dominance.",230,4,6,71,5.2072716,5.109588,1.8513001,6.230317E-5,0.98017704,1.7548743,1.9909846,0.35939825,0.91734,0.46896502,85.00,85.00,0.1,0.010000001,75.00,75.00,1.0,1.3000001,1.3000001,0.70000005,0.70000005,0.70000005,0.90000004,0,0,0.15139778,0.20420355,0,2.00,95.00,0.50,2.00,0.50,2.00,2,35.00,35.00,-1,29.00,-1,-1,1.00,85.00,0.50,3,85.00,0.50,1,5.00,0.66,2.00,-3.00,-3.00,-3.00,
158,Loblolly pine -- shortleaf pine -- mixed hardwoods forest,"Maturing (>45 years old), second growth loblolly and shortleaf pine forests occurring throughout the interior of the Southeast coastal plain. Various hardwood species are codominant in the canopy. This fuelbed represents a stand approximately 10-12 years after southern pine beetle infestation.",230,4,6,71,6.3126063,6.506557,2.4066901,5.5380595E-5,0.98017704,1.5598884,9.954924,5.3909736,1.46774,0.82069004,85.00,85.00,0.1,0.010000001,75.00,75.00,0.3,1.1,1.9000001,10.400001,10.0,9.0,7.0000005,4.0,0,1.1354834,0.20420355,0,3.00,95.00,0.50,2.00,0.50,2.00,2,20.00,20.00,-1,55.00,-1,-1,5.00,85.00,0.50,3,85.00,0.50,1,5.00,0.66,2.00,-3.00,-3.00,-3.00,
161,Loblolly pine -- slash pine forest,"Conservation Reserve Program (CRP) plantations found throughout the southeastern U.S. This description based on a 20-year-old CRP plantation on medium site index. Sparse shrub and herbaceous layers. This fuelbed based on loblolly pine, but slash pine is also planted in CRP plantations.",230,2,1,"70,72",2.9108973,0,0.26136,,,,0.08168142,,0.4999,0,80.00,-2.00,0.1,0.010000001,80.00,80.00,1.2,0.84000003,0.25,0.5,0,0,1.0,0,0,,,,1.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,98.00,-1,1.00,1.00,-1,-1,95.00,0.50,3,95.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
162,Loblolly pine -- slash pine forest,"Conservation Reserve Program (CRP) plantations found throughout the southeastern U.S. This description based on a 20-year-old CRP plantation on medium site index commercially thinned 5 years previously. Sparse shrub and herbaceous layers. This fuelbed based on loblolly pine, but slash pine is also planted in CRP plantations.",230,2,1,"70,72",2.4257476,0,0.26136,,,,,,0.74985003,0,80.00,-2.00,0.1,0.010000001,80.00,80.00,0.5,4.3,3.7000003,2.7,0,0,1.6,0,0,0.3655988,0,0,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,98.00,-1,1.00,1.00,-1,-1,95.00,0.50,3,95.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
164,Sand pine forest,"Xeric sand pine scrub forests, 20 to 60 years old, occurring along the central ridge of Florida and coastal Alabama and Florida, with a relatively closed canopy dominated by sand pine with scrub oaks in the understory.",230,2,4,65,2.4149666,0,0.92565,,,,0.7351328,,0.9572651,0.190575,90.00,90.00,0.010000001,0,80.00,-3.00,1.5000001,1.5000001,0.3,1.0,0.5,0,0.1,0,0,,,,1.00,65.00,1.00,2.00,-3.00,-3.00,-3,60.00,-1,-1,-1,30.00,10.00,-1,60.00,0.50,3,60.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
165,Longleaf pine / three-awned grass -- pitcher plant savanna,"Mesic to wet savannas with very open, scattered longleaf pine over a diverse herbaceous layer dominated by grasses and many forb species, 2-3 years after prescribed fire. History of periodic prescribed fire maintains herbaceous layer diversity by reducing cover native and nonative understory shrubs and trees.","230,410",5,1,"66,289,298",0.26952755,0.16335002,0,,,,,,0.79,0.38842002,80.00,80.00,0.3,0.05,80.00,80.00,0.1,0.16000001,0.14,0.2,0.1,0,,,,,,,0.50,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,3.00,-1,-1,2.00,-1,95.00,20.00,0.25,3,20.00,0.25,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
166,Longleaf pine / three-awned grass -- pitcher plant savanna,"Canopy of longleaf pine with a sparse to very dense shrub layer and a diverse herbaceous layer. The small tree-shrub layer increases in cover with fire exclusion, generally occurring in patches rather than continuous strata; species include wax myrtle (Morella cerifera), sweetbay magnolia (Magnolia virginiana), titi (Cyrilla racemiflora), and gallberry (Ilex glabra). This description is typical of a site with more than 25 years of fire exclusion.","230,410",2,1,"66,289,298",1.0781102,2.869733,1.1478931,2.0767728E-5,,0.7864892,1.5315267,0.13069026,3.8500001,1.0378901,80.00,80.00,0.2,0.010000001,80.00,80.00,0.2,0.5,0.3,0.5,0.2,0,,,,0,0,0.0036756636,0.50,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,25.00,-1,-1,15.00,-1,60.00,85.00,0.80,3,85.00,0.80,1,8.00,1.00,10.00,-2.00,-2.00,-2.00,
168,Gallberry -- fetterbush shrubland,Low pocosins are an evergreen and deciduous shrub bog with a dense shrub stratum and a few emergent pond pines. Low pocosin is distinguished by organic soil (peat) depth of greater than 5 feet. The shrubs are from 5 to 10 feet tall. Low pocosin occurs on the coastal plain from Virginia to Florida but is mostly restricted to the outer coastal plain of North Carolina. Age ranges from 10 to 50 years since fire.,230,6,4,74,0.064686604,0,0.01293732,,,,,,3.8736253,0,90.00,-2.00,0.1,0,80.00,-3.00,,,,,,,,,,,,,1.00,50.00,-3.00,-3.00,2.00,20.00,1,-1,5.00,-1,40.00,55.00,-1,-1,100.00,45.00,4,80.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
170,PPond pine / gallberry -- fetterbush shrubland,High pocosin shrublands range from Virginia south to Florida on the coastal plain. High pocosin is an evergreen and deciduous shrub bog with emergent trees over a dense shrub understory on organic soils (peat) less than 5 feet deep. The canopy stratum is dominated by pond pine and loblolly bay. Age ranges from 20 to 60 years since fire.,230,6,4,74,0.81573737,0,0.03657733,,,,0.10210178,0.057432245,3.3320003,1.1625,90.00,90.00,0.1,0,80.00,-3.00,,,,,,,,,,,,,2.00,50.00,-3.00,-3.00,2.00,5.00,1,-1,34.00,-1,33.00,33.00,-1,-1,100.00,10.00,4,80.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
173,Live oak / sea oats savanna,"Coastal dune savanna with live oak over diverse assemblage of dune grasses and forbs and salt tolerant shrubs. The degree of canopy and shrub cover varies widely depending on proximity to coast and level of protection by foredunes. Occurs on dry sandy soils near the southern Atlantic and Gulf coasts. In some parts of the range, pines may also occur as scattered individuals in the canopy.",230,5,2,"82,265",1.4701501,0,0,,,,,,0.36225003,0,80.00,-3.00,0.1,0.1,70.00,70.00,0.2,0.2,0.5,0,0,0,0,0,0,,,,0.25,25.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,55.00,-1,45.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
174,Live oak -- sabal palm forest,"Maritime forests found principally on the lee sides of dunes throughout the southern Atlantic and Gulf Coastal plains in Virginia, North Carolina, South Carolina, Georgia, Florida and Alabama. The area closer to the coast may be wind-pruned, but further inland trees are more protected and reach normal heights.",230,4,1,"98,293,294",8.795635,1.5799215,0,,,,2.001195,3.6593275,2.112,0.13830002,80.00,80.00,0.1,0.1,70.00,70.00,0.5,0.5,0.5,1.5000001,1.0,0,,,,0.16451943,0.040023897,0,2.00,90.00,1.00,10.00,-3.00,-3.00,-3,-1,15.00,-1,-1,55.00,25.00,5.00,75.00,0.25,3,75.00,0.50,1,3.00,0.50,10.00,-2.00,-2.00,-2.00,
175,Smooth cordgrass -- black needlerush grassland,Tidal marsh vegetation occurring on the Atlantic coast from Maine to northeastern Florida and along the Gulf Coast to Texas dominated by smooth cordgrass (Spartina alterniflora) and black needlerush (Juncus roemerianus).,"220,230",3,2,"283,295",0,0,0,,,,,,0,0,-2.00,-2.00,4.0,0,65.00,-2.00,,,,,,,,,,,,,1.50,90.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,-1,-1,-1,-1,100.00,50.00,12.00,3,50.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
176,Smooth cordgrass -- black needlerush grassland,"Common reed (Phragmites australis) invasion of a black needlerush and smooth cordgrass southern marsh. Invasion by common reed often results from changes in hydrology, particularly reductions of tidal energy and salinity (i.e., through dikes or tide gates), increases of sedimentation or by increased nutrient inputs. This fuelbed is most common in the north and mid-Atlantic States, but is increasing in the Gulf States as well. Invasion by common reed, a native weedy species, began 5 to 10 years previously.",230,3,2,295,0,0,0,,,,,,0,0,-2.00,-2.00,4.0,0,65.00,-2.00,,,,,,,,,,,,,3.00,90.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,-1,-1,-1,-1,100.00,90.00,18.00,3,90.00,1.00,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
178,Loblolly pine -- shortleaf pine forest,"Dense, naturally regenerating, predominantly loblolly pine and shortleaf pine forest occurring throughout the interior of the southeastern coastal plain. Clearcut 10 to 15 years previously. Scattered slash pine and longleaf pine may be present, depending on geographic location. Various hardwood species may be co-dominant in the canopy.",230,2,6,71,3.0179894,0.57499206,0,,,,,,0.73932004,0.612715,90.00,90.00,0.1,0,75.00,-3.00,0.90000004,3.6000001,6.2000003,10.6,0,0,4.4,1.4000001,0,0,0.20420355,0,2.00,75.00,0.50,2.00,0.50,2.00,2,35.00,35.00,-1,20.00,9.00,-1,1.00,85.00,0.60,3,85.00,0.60,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
180,Red maple -- oak -- hickory -- sweetgum forest,"A 50- to 80-year-old upland red maple, oak, hickory, and sweetgum forest primarily in the Piedmont of the southeastern U.S. Larger canopy trees have been removed by logging at many locations in the last 50-75 years.",230,1,1,"51,52",6.9314847,4.41045,0.80994374,,4.4669533,,,,0.5955151,0,75.00,-3.00,0.25,0,75.00,-3.00,0.4,0.70000005,1.4000001,1.8000001,1.8000001,0,0.5,0.70000005,0,0.60344774,0.19848582,0,2.00,100.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,-1,100.00,-1,-1,-1,80.00,1.00,3,80.00,1.00,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
181,Pond pine forest,Pond pine dominated woodland occurs in coastal areas of North Carolina and less frequently in Florida and South Carolina. This fuelbed represents 50- to 90-year old stands with somewhat open canopies.,230,2,4,74,4.163465,0,1.3884752,1.1107765E-4,,3.9921794,1.7643187,1.4702657,3.2487452,0,90.00,-3.00,0,0,-2.00,-2.00,1.0,1.5000001,1.5000001,2.0,1.0,0.5,0.5,0.5,0,0.031988617,0.016336283,0.06126107,1.50,60.00,-2.00,-2.00,1.50,15.00,1,-1,40.00,-1,-1,60.00,-1,-1,80.00,3.00,3,80.00,2.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
182,Longleaf pine -- slash pine / saw palmetto -- gallberry forest,Longleaf pine and slash pine forest occurring throughout the southeastern coastal plain from Virginia south to Florida and west to into Texas characterized by an overstory of longleaf pine and slash pine and a shrub layer dominated by saw palmetto (Serenoa repens) and/or gallberry (Ilex glabra). Saw palmetto is less important or not present in the Carolinas and Virginia. Fire exclusion for 30 or more years.,230,2,1,67,2.4796531,0,0.03562664,,,,1.5437789,0.91891605,6.3700004,0,90.00,-3.00,0.1,0.1,60.00,60.00,0.1,0.4,0.3,0.5,0,0,,,,0,0.015315267,0,2.00,70.00,-2.00,-2.00,-2.00,-2.00,-2,-1,40.00,-1,-1,-1,60.00,-1,70.00,2.00,3,70.00,2.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
183,Loblolly pine -- shortleaf pine forest,"This fuelbed describes a 10- to 15-year-old second growth forest, predominantly composed of loblolly and shortleaf pine, and occurring throughout the interior of the southeastern coastal plain. Scattered slash pine and longleaf pine may also be included, depending on geographic location. Various hardwood species may be co-dominant in the canopy. The dense, naturally-regenerating forest was precommercially thinned less than 1 year previously to reduce stocking. Thinning slash and shrubs are the primary fuels.",230,2,1,71,2.6392138,0,0.52272,,,,,,0.90032005,0.76589006,90.00,90.00,0.2,0,75.00,-3.00,0.90000004,4.0,8.200001,10.6,0,0,4.4,1.4000001,0,2.2452576,0.20420355,0,2.00,75.00,0.50,2.00,0.50,2.00,2,35.00,35.00,-1,20.00,9.00,-1,1.00,85.00,0.60,3,85.00,0.60,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
184,Longleaf pine / turkey oak forest,"Xeric longleaf pine -- turkey oak forests occurring throughout the Southeast coastal plain from Virginia south to Florida and west into Texas on well-drained soils, about 20 years after fire. Fire exclusion increases oak component and sand pine, slash pine, and loblolly pine. The typical lower canopy layer is dominated by turkey oak with other mixed oaks often including bluejack oak and sand live oak. Depending on geographic location, other oaks may occur as canopy associates.",230,4,1,"75,287",4.555015,9.801002,1.8945333,,0.67887855,,1.8608046,0.4900885,0.393,0.20658001,90.00,85.00,0.2,0,60.00,-3.00,0.1,0.5,1.0,0.8,0,0,0.2,0,0,0.0056177797,0.0016336284,0.012762722,1.80,85.00,1.50,5.00,2.00,5.00,2,5.00,40.00,-1,35.00,5.00,3.00,12.00,40.00,0.25,3,40.00,1.00,1,1.00,0.83,5.00,-2.00,-2.00,-2.00,
185,Longleaf pine / turkey oak forest,Xeric longleaf pine -- turkey oak forests occurring throughout the Southeast coastal plain from Virginia south to Florida and west into Texas on well-drained soils with a history of regular prescribed fire. This fuelbed represents a stand 1 to 2 years after prescribed fire.,230,4,1,"75,287",2.8059611,0.9801001,0.8687117,,,,0.6616194,0.30630535,0.24300002,0,90.00,-3.00,0.2,0,60.00,-3.00,0.1,0.2,0.2,0.1,0,0,0,0,0,0,0.0045945793,0.012762722,0.50,70.00,1.50,5.00,2.00,2.00,2,-1,50.00,-1,10.00,5.00,1.00,34.00,10.00,0.20,3,10.00,0.20,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
186,Turkey oak -- bluejack oak forest,"Oak scrub forest in dry pine -- oak forest regions throughout the Southeast coastal plain after long-term fire exclusion or removal of overstory pine species or as long-term dominant vegetation on xeric sites. Depending on the geographic location of the type, many oak species may occur, including blackjack oak, sand live oak, sand post oak, myrtle oak, Arkansas oak, post oak, and live oak.","230,250",1,1,"75,96",9.408961,2.48292,0.9801001,,0.6788786,,0.45945796,0.12762722,0.37804502,0.20658001,90.00,85.00,0.1,0,60.00,-3.00,0.2,0.5,0.14,0.3,0.5,0,0.1,0.1,0,0,0.58810616,0.010210178,1.80,85.00,1.50,5.00,2.00,5.00,2,6.00,-1,-1,70.00,7.00,5.00,12.00,65.00,0.25,3,90.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
187,Longleaf pine / yaupon forest,"Xeric longleaf pine forests, occurring throughout the Southeast coastal plain from Virginia south to Florida and west into Texas on well-drained soils, with mechanical reduction of midstory oaks less than 1 year previously. Fire exclusion favors sand pine, turkey oaks and other scrubby oaks. Restoration efforts often include sand pine and oak reduction through thinning or herbicides and prescribed burning.",230,4,1,"75,287",4.085547,0,0.24642983,,,,1.6540486,0.76576334,0.73200005,0.24933001,90.00,85.00,0.2,0,60.00,-3.00,0.8,4.0,6.2000003,1.2,1.5000001,0,0.2,0,0,0.014426239,0.0016336284,0.012762722,1.80,85.00,1.50,5.00,2.00,5.00,2,5.00,35.00,-1,50.00,5.00,2.00,3.00,65.00,0.25,3,90.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
188,Sand pine -- oak forest,Xeric sand pine scrub forests occurring along the central ridge of Florida and coastal Florida and Alabama with a relatively closed canopy dominated by sand pine and a dense to somewhat open subcanopy of mixed scrub oaks. This fuelbed represents a forest that regenerated from fire around 70 years previously.,230,2,4,"65,285",2.5874643,0,2.1725552,,0.32888553,,0.29405308,0.15315267,0.58870006,0,90.00,-3.00,0,0,-3.00,-3.00,0.4,0.6,0.4,1.1,0,0,0,0,0,0.019733131,0.0025525445,0,0.70,95.00,1.50,10.00,-2.00,-2.00,-2,40.00,-1,-1,5.00,54.00,1.00,-1,90.00,0.50,3,90.00,0.50,1,1.50,0.50,10.00,-2.00,-2.00,-2.00,
